source_path,basename,extension,size_bytes,sha256,duplicate_group,duplicate_preferred,status,migration_action,repo_target,reason,size_risk
janus_acs_nano_venue/render_v6/page-1.png,page-1.png,.png,631645,409d936f03269cf94ea0453280a4808be1985de8018375b68ef90c4d4e314dde,DUP-0222,True,EPHEMERAL_QA,EXCLUDE,,Rendered page/QA-only intermediate; reproducible from source document.,OK
janus_acs_nano_venue/render_v6/page-10.png,page-10.png,.png,661844,a8509fade13912e4504b26dd4800b1121833033d8a666e5542e87b3516e6778c,,True,EPHEMERAL_QA,EXCLUDE,,Rendered page/QA-only intermediate; reproducible from source document.,OK
janus_acs_nano_venue/render_v6/page-11.png,page-11.png,.png,557191,60c40c9e63a02569b7d17c1da3ee8d1ec8a7615da87d4e5d52dd984603b4f620,,True,EPHEMERAL_QA,EXCLUDE,,Rendered page/QA-only intermediate; reproducible from source document.,OK
janus_acs_nano_venue/render_v6/page-12.png,page-12.png,.png,560188,83f13857a2decafb290d73be016118b344c5eea658245121dfd0687aeb1bc4c1,,True,EPHEMERAL_QA,EXCLUDE,,Rendered page/QA-only intermediate; reproducible from source document.,OK
janus_acs_nano_venue/render_v6/page-13.png,page-13.png,.png,612551,95cdeb2c4450065ff4514baa4c6ddf671c04dae9b19ecdb47a28eaa7a71416fd,,True,EPHEMERAL_QA,EXCLUDE,,Rendered page/QA-only intermediate; reproducible from source document.,OK
janus_acs_nano_venue/render_v6/page-14.png,page-14.png,.png,432418,168563725601cf9e7c025d71445aad1c1d016f8008b67082a63989f643405742,,True,EPHEMERAL_QA,EXCLUDE,,Rendered page/QA-only intermediate; reproducible from source document.,OK
janus_acs_nano_venue/render_v6/page-15.png,page-15.png,.png,639935,b2af9142896b8f30913c26381f079acaf69ed3e661d721fed888671fcde68565,DUP-0611,True,EPHEMERAL_QA,EXCLUDE,,Rendered page/QA-only intermediate; reproducible from source document.,OK
janus_acs_nano_venue/render_v6/page-16.png,page-16.png,.png,397556,857e53f6da3cf104cf28b64d950cd8a26e97d43167235d02634a414c0bd4e02b,DUP-0465,False,EPHEMERAL_QA,EXCLUDE,,Rendered page/QA-only intermediate; reproducible from source document.,OK
janus_acs_nano_venue/render_v6/page-2.png,page-2.png,.png,770890,73ec6e9b80b2f05183ec44b4d15b0630e8417cd708a6c62388c6a64a401c8ca8,,True,EPHEMERAL_QA,EXCLUDE,,Rendered page/QA-only intermediate; reproducible from source document.,OK
janus_acs_nano_venue/render_v6/page-3.png,page-3.png,.png,381261,1edde5b807a598f69e2b176dc445a2ad1e8c9a02f0803914fd2ee6ea8e027cd9,,True,EPHEMERAL_QA,EXCLUDE,,Rendered page/QA-only intermediate; reproducible from source document.,OK
janus_acs_nano_venue/render_v6/page-4.png,page-4.png,.png,457047,e89dee88fa9e4d1f2cd5656b9965212c19555571367302ac048d1aa4494640e2,,True,EPHEMERAL_QA,EXCLUDE,,Rendered page/QA-only intermediate; reproducible from source document.,OK
janus_acs_nano_venue/render_v6/page-5.png,page-5.png,.png,637648,488e480a441289dfc7da01fb11fc3422f6f0df4d00d97416ed43ecffa1c35d02,,True,EPHEMERAL_QA,EXCLUDE,,Rendered page/QA-only intermediate; reproducible from source document.,OK
janus_acs_nano_venue/render_v6/page-6.png,page-6.png,.png,611984,4cf005bc5d32c55c322866da267dcb614e28178a4e7b62ad408d4aa2fa16ad7a,,True,EPHEMERAL_QA,EXCLUDE,,Rendered page/QA-only intermediate; reproducible from source document.,OK
janus_acs_nano_venue/render_v6/page-7.png,page-7.png,.png,563038,8f15cb386fe2227b7b50ec2618270a51533b0f481980789f42cadfada5f590d6,,True,EPHEMERAL_QA,EXCLUDE,,Rendered page/QA-only intermediate; reproducible from source document.,OK
janus_acs_nano_venue/render_v6/page-8.png,page-8.png,.png,494508,86e2b53efec4d1558a29b5707ba2f380d4f27eaafce9ad11d557ad81401b8f3b,DUP-0469,True,EPHEMERAL_QA,EXCLUDE,,Rendered page/QA-only intermediate; reproducible from source document.,OK
janus_acs_nano_venue/render_v6/page-9.png,page-9.png,.png,646886,fd283835ed4fcc9e4ea16abaceafcdff44043b0ebfc88a92273889355c39950c,,True,EPHEMERAL_QA,EXCLUDE,,Rendered page/QA-only intermediate; reproducible from source document.,OK
janus_acs_nano_venue/render_v6b/Janus_MoSSe_ACSNano_Structured_Manuscript_v6.pdf,Janus_MoSSe_ACSNano_Structured_Manuscript_v6.pdf,.pdf,1529437,7fa575897e21ee792fe66885911dacef76b9c078006f6495188eb3411796c7e3,,True,EPHEMERAL_QA,EXCLUDE,,Rendered page/QA-only intermediate; reproducible from source document.,OK
janus_acs_nano_venue/render_v6b/page-1.png,page-1.png,.png,631645,409d936f03269cf94ea0453280a4808be1985de8018375b68ef90c4d4e314dde,DUP-0222,False,EPHEMERAL_QA,EXCLUDE,,Rendered page/QA-only intermediate; reproducible from source document.,OK
janus_acs_nano_venue/render_v6b/page-10.png,page-10.png,.png,661984,5a3d4417edc469f67acc6002eb0a391c0fe33c2a98cb3fe0e982e582b456bf69,DUP-0313,False,EPHEMERAL_QA,EXCLUDE,,Rendered page/QA-only intermediate; reproducible from source document.,OK
janus_acs_nano_venue/render_v6b/page-11.png,page-11.png,.png,556054,4f844ee7b794f9542b46db7d29aee679e920850aa1771b78393efe9e9a198c43,DUP-0277,False,EPHEMERAL_QA,EXCLUDE,,Rendered page/QA-only intermediate; reproducible from source document.,OK
janus_acs_nano_venue/render_v6b/page-12.png,page-12.png,.png,559629,903da1d3140cb09038610d9a2582dca17a4f41405a1817dc580b58d84830b046,DUP-0495,False,EPHEMERAL_QA,EXCLUDE,,Rendered page/QA-only intermediate; reproducible from source document.,OK
janus_acs_nano_venue/render_v6b/page-13.png,page-13.png,.png,612816,17b7252103999093d243933aabbea8adfd89edcf73e8fc7982e86fb3de0099ba,DUP-0078,False,EPHEMERAL_QA,EXCLUDE,,Rendered page/QA-only intermediate; reproducible from source document.,OK
janus_acs_nano_venue/render_v6b/page-14.png,page-14.png,.png,431580,2ea8a7e8994ad25fccff5a5bb2a169c808a25347c2ddc23ce8915f4b40a710d0,DUP-0161,False,EPHEMERAL_QA,EXCLUDE,,Rendered page/QA-only intermediate; reproducible from source document.,OK
janus_acs_nano_venue/render_v6b/page-15.png,page-15.png,.png,639935,b2af9142896b8f30913c26381f079acaf69ed3e661d721fed888671fcde68565,DUP-0611,False,EPHEMERAL_QA,EXCLUDE,,Rendered page/QA-only intermediate; reproducible from source document.,OK
janus_acs_nano_venue/render_v6b/page-16.png,page-16.png,.png,397556,857e53f6da3cf104cf28b64d950cd8a26e97d43167235d02634a414c0bd4e02b,DUP-0465,False,EPHEMERAL_QA,EXCLUDE,,Rendered page/QA-only intermediate; reproducible from source document.,OK
janus_acs_nano_venue/render_v6b/page-2.png,page-2.png,.png,770941,c623c61039631eb2bb2f249b0adc95ec354491554fa03de2028d7106f49ded6b,DUP-0675,False,EPHEMERAL_QA,EXCLUDE,,Rendered page/QA-only intermediate; reproducible from source document.,OK
janus_acs_nano_venue/render_v6b/page-3.png,page-3.png,.png,381306,1f597bfada23113093074625d209c9c327b6f94eee331b38ad161b9f9a698c4e,DUP-0111,False,EPHEMERAL_QA,EXCLUDE,,Rendered page/QA-only intermediate; reproducible from source document.,OK
janus_acs_nano_venue/render_v6b/page-4.png,page-4.png,.png,456726,74a3c933dd2f1b83a67158f590bad69bd9f67e38e28e81ca8a33388aec9d307d,DUP-0408,False,EPHEMERAL_QA,EXCLUDE,,Rendered page/QA-only intermediate; reproducible from source document.,OK
janus_acs_nano_venue/render_v6b/page-5.png,page-5.png,.png,636610,cc8fdf77d7ad1180b2d1d3a15f078b6729a54adf12f0394f269c4c7caab61f86,DUP-0698,False,EPHEMERAL_QA,EXCLUDE,,Rendered page/QA-only intermediate; reproducible from source document.,OK
janus_acs_nano_venue/render_v6b/page-6.png,page-6.png,.png,611586,4ace615f87b8c99da7507f91e1cf35f2fbd5d004c61658cb727707533d6a28a6,DUP-0256,False,EPHEMERAL_QA,EXCLUDE,,Rendered page/QA-only intermediate; reproducible from source document.,OK
janus_acs_nano_venue/render_v6b/page-7.png,page-7.png,.png,562558,7f711a38e40f1d0157e4754ad612a5f4ca211b309c0bc3488e189bd145feb21d,DUP-0439,False,EPHEMERAL_QA,EXCLUDE,,Rendered page/QA-only intermediate; reproducible from source document.,OK
janus_acs_nano_venue/render_v6b/page-8.png,page-8.png,.png,494508,86e2b53efec4d1558a29b5707ba2f380d4f27eaafce9ad11d557ad81401b8f3b,DUP-0469,False,EPHEMERAL_QA,EXCLUDE,,Rendered page/QA-only intermediate; reproducible from source document.,OK
janus_acs_nano_venue/render_v6b/page-9.png,page-9.png,.png,645643,c70984760c49173e92b08d50035ed8030b4b9edbb63ff1c83ea5470c23d07bb5,DUP-0679,False,EPHEMERAL_QA,EXCLUDE,,Rendered page/QA-only intermediate; reproducible from source document.,OK
janus_acs_nano_venue/render_v7/Janus_MoSSe_ACSNano_Structured_Manuscript_v7.pdf,Janus_MoSSe_ACSNano_Structured_Manuscript_v7.pdf,.pdf,1530585,6cc435e2dcacdf8d2417c2306f39e834fbc4e93f2d52ac2f94d23669d1ce6256,,True,EPHEMERAL_QA,EXCLUDE,,Rendered page/QA-only intermediate; reproducible from source document.,OK
janus_acs_nano_venue/render_v7/page-1.png,page-1.png,.png,631645,409d936f03269cf94ea0453280a4808be1985de8018375b68ef90c4d4e314dde,DUP-0222,False,EPHEMERAL_QA,EXCLUDE,,Rendered page/QA-only intermediate; reproducible from source document.,OK
janus_acs_nano_venue/render_v7/page-10.png,page-10.png,.png,661984,5a3d4417edc469f67acc6002eb0a391c0fe33c2a98cb3fe0e982e582b456bf69,DUP-0313,True,EPHEMERAL_QA,EXCLUDE,,Rendered page/QA-only intermediate; reproducible from source document.,OK
janus_acs_nano_venue/render_v7/page-11.png,page-11.png,.png,556054,4f844ee7b794f9542b46db7d29aee679e920850aa1771b78393efe9e9a198c43,DUP-0277,True,EPHEMERAL_QA,EXCLUDE,,Rendered page/QA-only intermediate; reproducible from source document.,OK
janus_acs_nano_venue/render_v7/page-12.png,page-12.png,.png,559629,903da1d3140cb09038610d9a2582dca17a4f41405a1817dc580b58d84830b046,DUP-0495,True,EPHEMERAL_QA,EXCLUDE,,Rendered page/QA-only intermediate; reproducible from source document.,OK
janus_acs_nano_venue/render_v7/page-13.png,page-13.png,.png,612816,17b7252103999093d243933aabbea8adfd89edcf73e8fc7982e86fb3de0099ba,DUP-0078,True,EPHEMERAL_QA,EXCLUDE,,Rendered page/QA-only intermediate; reproducible from source document.,OK
janus_acs_nano_venue/render_v7/page-14.png,page-14.png,.png,431580,2ea8a7e8994ad25fccff5a5bb2a169c808a25347c2ddc23ce8915f4b40a710d0,DUP-0161,True,EPHEMERAL_QA,EXCLUDE,,Rendered page/QA-only intermediate; reproducible from source document.,OK
janus_acs_nano_venue/render_v7/page-15.png,page-15.png,.png,624995,4fa3d9bb02d0501051b3d4f4c155ce1d85c362ae691f2d59370ed4f09842d281,,True,EPHEMERAL_QA,EXCLUDE,,Rendered page/QA-only intermediate; reproducible from source document.,OK
janus_acs_nano_venue/render_v7/page-16.png,page-16.png,.png,461087,acb70f525b6f0262c0526c94710147fc947992595d2eb12da69600c8aeef258e,,True,EPHEMERAL_QA,EXCLUDE,,Rendered page/QA-only intermediate; reproducible from source document.,OK
janus_acs_nano_venue/render_v7/page-2.png,page-2.png,.png,770941,c623c61039631eb2bb2f249b0adc95ec354491554fa03de2028d7106f49ded6b,DUP-0675,True,EPHEMERAL_QA,EXCLUDE,,Rendered page/QA-only intermediate; reproducible from source document.,OK
janus_acs_nano_venue/render_v7/page-3.png,page-3.png,.png,381306,1f597bfada23113093074625d209c9c327b6f94eee331b38ad161b9f9a698c4e,DUP-0111,False,EPHEMERAL_QA,EXCLUDE,,Rendered page/QA-only intermediate; reproducible from source document.,OK
janus_acs_nano_venue/render_v7/page-4.png,page-4.png,.png,456726,74a3c933dd2f1b83a67158f590bad69bd9f67e38e28e81ca8a33388aec9d307d,DUP-0408,True,EPHEMERAL_QA,EXCLUDE,,Rendered page/QA-only intermediate; reproducible from source document.,OK
janus_acs_nano_venue/render_v7/page-5.png,page-5.png,.png,636610,cc8fdf77d7ad1180b2d1d3a15f078b6729a54adf12f0394f269c4c7caab61f86,DUP-0698,True,EPHEMERAL_QA,EXCLUDE,,Rendered page/QA-only intermediate; reproducible from source document.,OK
janus_acs_nano_venue/render_v7/page-6.png,page-6.png,.png,611586,4ace615f87b8c99da7507f91e1cf35f2fbd5d004c61658cb727707533d6a28a6,DUP-0256,True,EPHEMERAL_QA,EXCLUDE,,Rendered page/QA-only intermediate; reproducible from source document.,OK
janus_acs_nano_venue/render_v7/page-7.png,page-7.png,.png,562558,7f711a38e40f1d0157e4754ad612a5f4ca211b309c0bc3488e189bd145feb21d,DUP-0439,True,EPHEMERAL_QA,EXCLUDE,,Rendered page/QA-only intermediate; reproducible from source document.,OK
janus_acs_nano_venue/render_v7/page-8.png,page-8.png,.png,494508,86e2b53efec4d1558a29b5707ba2f380d4f27eaafce9ad11d557ad81401b8f3b,DUP-0469,False,EPHEMERAL_QA,EXCLUDE,,Rendered page/QA-only intermediate; reproducible from source document.,OK
janus_acs_nano_venue/render_v7/page-9.png,page-9.png,.png,645643,c70984760c49173e92b08d50035ed8030b4b9edbb63ff1c83ea5470c23d07bb5,DUP-0679,True,EPHEMERAL_QA,EXCLUDE,,Rendered page/QA-only intermediate; reproducible from source document.,OK
janus_audit/__pycache__/dft_guided_material_v12.cpython-313.pyc,dft_guided_material_v12.cpython-313.pyc,.cpython-313.pyc,20764,06fbe3f6c835c30a5305ce33ee0ff02865dc7e14e6c72a0e7f7376d182356dd5,,True,EPHEMERAL_QA,EXCLUDE,,Rendered page/QA-only intermediate; reproducible from source document.,OK
janus_audit/__pycache__/janus_fourier_landscapes_v12.cpython-313.pyc,janus_fourier_landscapes_v12.cpython-313.pyc,.cpython-313.pyc,12292,d0dfd17d090ffd0610b541ef7570f59018cfc2ecd00b4550349051d1f80a14d4,,True,EPHEMERAL_QA,EXCLUDE,,Rendered page/QA-only intermediate; reproducible from source document.,OK
janus_audit/angeli_differential_audit.json,angeli_differential_audit.json,.json,2980,6ddcdf43a3d4c3bf450de44e9e586dc797f16caa276f70ea2222916dd0c3ce33,,True,SUPPORTING,KEEP,research-os/janus_audit/angeli_differential_audit.json,"Research OS evidence, code, data, audit, or provenance artifact.",OK
janus_audit/audit_angeli_differential.py,audit_angeli_differential.py,.py,5113,26878fbbad21e54c6be79cc346bf859696338469b5dd471c619fddd60e57cb29,,True,SUPPORTING,KEEP,research-os/janus_audit/audit_angeli_differential.py,"Research OS evidence, code, data, audit, or provenance artifact.",OK
janus_audit/audit_full_hessian.py,audit_full_hessian.py,.py,4812,f5131eebc7b79308b3daec3c9ed4a72e3688386ba703232d0168b233f7b7a53d,DUP-0825,False,EXACT_DUPLICATE,EXCLUDE,,Exact SHA-256 duplicate; keep preferred copy in DUP-0825.,OK
janus_audit/dft_guided_material_v12.py,dft_guided_material_v12.py,.py,10403,3dbb2ef66165b519ee48de20e34ed855e319cb3877f2f5952e710adcff671356,DUP-0216,False,EXACT_DUPLICATE,EXCLUDE,,Exact SHA-256 duplicate; keep preferred copy in DUP-0216.,OK
janus_audit/full_hessian_audit.json,full_hessian_audit.json,.json,7811,9596551977d2cba08c8ae7e0e022f9659d8ab1b8ef6090d8368d8c37721bbbc0,DUP-0502,False,EXACT_DUPLICATE,EXCLUDE,,Exact SHA-256 duplicate; keep preferred copy in DUP-0502.,OK
janus_audit/janus_fourier_landscapes_v12.py,janus_fourier_landscapes_v12.py,.py,7446,f2b1ffc29da25d053fa534145d2d1896cdfb33441928d4b12a218961114942d9,DUP-0817,False,EXACT_DUPLICATE,EXCLUDE,,Exact SHA-256 duplicate; keep preferred copy in DUP-0817.,OK
janus_audit/run_dft_material_validation_v12.py,run_dft_material_validation_v12.py,.py,8442,51d7f4fc14d6598872f4620a3703ce50109c12b9aa9097a5d18d4a0db5b20674,DUP-0284,False,EXACT_DUPLICATE,EXCLUDE,,Exact SHA-256 duplicate; keep preferred copy in DUP-0284.,OK
janus_baseline_gate/CANONICAL_BASELINE_DEPENDENCY.csv,CANONICAL_BASELINE_DEPENDENCY.csv,.csv,1755,3921a9facbecb0f198c14b0fa559fa338f2fe41c76e0353a18dd51dba5308632,DUP-0200,False,EXACT_DUPLICATE,EXCLUDE,,Exact SHA-256 duplicate; keep preferred copy in DUP-0200.,OK
janus_baseline_gate/CANONICAL_BASELINE_REPORT.md,CANONICAL_BASELINE_REPORT.md,.md,5672,054d383db6ce999c1c443e033cdc867297edf9f427f40292d0b01951bf115d5e,DUP-0018,False,EXACT_DUPLICATE,EXCLUDE,,Exact SHA-256 duplicate; keep preferred copy in DUP-0018.,OK
janus_baseline_gate/Janus_MoSSe_AuditResolved_ReproducibilityRelease.zip,Janus_MoSSe_AuditResolved_ReproducibilityRelease.zip,.zip,5952036,fa39097305aa305fd11bb270ac2a21a96838214f09d2b54ab185515ba4b88fa2,DUP-0839,False,EXACT_DUPLICATE,EXCLUDE,,Exact SHA-256 duplicate; keep preferred copy in DUP-0839.,OK
janus_baseline_gate/Janus_MoSSe_CanonicalUnguided_BaselineRelease/ENVIRONMENT.md,ENVIRONMENT.md,.md,517,11879bf9bed82c5a7ca7e80b5868f9f62aacdf24438292b41e9b31446b116942,DUP-0056,False,EXACT_DUPLICATE,EXCLUDE,,Exact SHA-256 duplicate; keep preferred copy in DUP-0056.,OK
janus_baseline_gate/Janus_MoSSe_CanonicalUnguided_BaselineRelease/README.md,README.md,.md,4483,a4f23e4a2b97f979e6b27cb363fe1372f3ae599087b9c89b686ae9ae98303a8a,DUP-0564,False,EXACT_DUPLICATE,EXCLUDE,,Exact SHA-256 duplicate; keep preferred copy in DUP-0564.,OK
janus_baseline_gate/Janus_MoSSe_CanonicalUnguided_BaselineRelease/RUNNING_AUDITS.md,RUNNING_AUDITS.md,.md,1663,ec71a3fbff625b3fbe6514dc7c9081bd10d21def802f16861d770cf3975a539d,DUP-0796,False,EXACT_DUPLICATE,EXCLUDE,,Exact SHA-256 duplicate; keep preferred copy in DUP-0796.,OK
janus_baseline_gate/Janus_MoSSe_CanonicalUnguided_BaselineRelease/SHA256SUMS.txt,SHA256SUMS.txt,.txt,9053,3d1575ae05f53f11a2b5f13dff3bf1c8b8a277726618f07ef5d5572abbe8094e,DUP-0212,False,EXACT_DUPLICATE,EXCLUDE,,Exact SHA-256 duplicate; keep preferred copy in DUP-0212.,OK
janus_baseline_gate/Janus_MoSSe_CanonicalUnguided_BaselineRelease/audit_scripts/asymmetry_global_check.py,asymmetry_global_check.py,.py,1532,8f519e4b2fbd0dbf9d1659ba27c6d832e947a34d8c96f48cc113a3568fbf8bc1,DUP-0492,False,EXACT_DUPLICATE,EXCLUDE,,Exact SHA-256 duplicate; keep preferred copy in DUP-0492.,OK
janus_baseline_gate/Janus_MoSSe_CanonicalUnguided_BaselineRelease/audit_scripts/branch_audit.py,branch_audit.py,.py,4897,c29a6d2983ec9e50eb81a855018c084bc60a63cde414babffd502332aeaf7967,DUP-0661,False,EXACT_DUPLICATE,EXCLUDE,,Exact SHA-256 duplicate; keep preferred copy in DUP-0661.,OK
janus_baseline_gate/Janus_MoSSe_CanonicalUnguided_BaselineRelease/audit_scripts/edge_weight_ground_switch.py,edge_weight_ground_switch.py,.py,1443,1679b252671d84884a2a4a25b63b61498b62f3a7d77e05d39f456ffdbccca7bc,DUP-0074,False,EXACT_DUPLICATE,EXCLUDE,,Exact SHA-256 duplicate; keep preferred copy in DUP-0074.,OK
janus_baseline_gate/Janus_MoSSe_CanonicalUnguided_BaselineRelease/audit_scripts/edge_weight_sensitivity.py,edge_weight_sensitivity.py,.py,2567,51c683f848369352351818594b91e9bbe5fb7718d464e3bfbfbfd27d6799758d,DUP-0283,False,EXACT_DUPLICATE,EXCLUDE,,Exact SHA-256 duplicate; keep preferred copy in DUP-0283.,OK
janus_baseline_gate/Janus_MoSSe_CanonicalUnguided_BaselineRelease/audit_scripts/floquet_conditioning_audit.py,floquet_conditioning_audit.py,.py,3367,8ec21b53e8081f242ab249a5c911338055acbd766f84d69698f6507c90990d60,DUP-0488,False,EXACT_DUPLICATE,EXCLUDE,,Exact SHA-256 duplicate; keep preferred copy in DUP-0488.,OK
janus_baseline_gate/Janus_MoSSe_CanonicalUnguided_BaselineRelease/audit_scripts/make_resolved_figures.py,make_resolved_figures.py,.py,11731,4cbc229a21f49a5c947fcf2ed2cfd81ec1dbf68f8a1f9f9bdbb05f92f4e2ea53,DUP-0266,False,EXACT_DUPLICATE,EXCLUDE,,Exact SHA-256 duplicate; keep preferred copy in DUP-0266.,OK
janus_baseline_gate/Janus_MoSSe_CanonicalUnguided_BaselineRelease/audit_scripts/matched_symmetry_audit.py,matched_symmetry_audit.py,.py,6911,f8f93a3a2aabfe771af0efaef102483ecff0de61a58ed5f0c2312b6089aa5b6b,DUP-0834,False,EXACT_DUPLICATE,EXCLUDE,,Exact SHA-256 duplicate; keep preferred copy in DUP-0834.,OK
janus_baseline_gate/Janus_MoSSe_CanonicalUnguided_BaselineRelease/audit_scripts/matched_symmetry_final.py,matched_symmetry_final.py,.py,1752,8f063bb649d87dd8916ce8d84eaac5c73e65e2986456c1baca4932d0e2a3e82c,DUP-0489,False,EXACT_DUPLICATE,EXCLUDE,,Exact SHA-256 duplicate; keep preferred copy in DUP-0489.,OK
janus_baseline_gate/Janus_MoSSe_CanonicalUnguided_BaselineRelease/audit_scripts/resolve_branch_topology.py,resolve_branch_topology.py,.py,3644,6058c7d2b56959e98eb5b954a5ed4616f30024996e5ab963521146d6644f5fc1,DUP-0336,False,EXACT_DUPLICATE,EXCLUDE,,Exact SHA-256 duplicate; keep preferred copy in DUP-0336.,OK
janus_baseline_gate/Janus_MoSSe_CanonicalUnguided_BaselineRelease/audit_scripts/shape_scaling_audit.py,shape_scaling_audit.py,.py,3338,cfde0bcd4a006e03c37608d19035ac95320299a88136c00c7c368b8d77a5ee1c,DUP-0710,False,EXACT_DUPLICATE,EXCLUDE,,Exact SHA-256 duplicate; keep preferred copy in DUP-0710.,OK
janus_baseline_gate/Janus_MoSSe_CanonicalUnguided_BaselineRelease/audit_scripts/thermal_cluster_audit.py,thermal_cluster_audit.py,.py,7232,8eac340b189490c273d3211664608eef4bec8aa1fe5d80d13e4a69660e636470,DUP-0487,False,EXACT_DUPLICATE,EXCLUDE,,Exact SHA-256 duplicate; keep preferred copy in DUP-0487.,OK
janus_baseline_gate/Janus_MoSSe_CanonicalUnguided_BaselineRelease/audit_scripts/triangle_branch_audit.py,triangle_branch_audit.py,.py,3204,769d45772e8188e3eba280e222b785a0c1445b8a1b3e7a66d556841fb69a8ae6,DUP-0413,False,EXACT_DUPLICATE,EXCLUDE,,Exact SHA-256 duplicate; keep preferred copy in DUP-0413.,OK
janus_baseline_gate/Janus_MoSSe_CanonicalUnguided_BaselineRelease/audit_scripts/triangle_ground_switch.py,triangle_ground_switch.py,.py,2775,c3211a2020414a0984c2dd642ad09367cb803e91c3165ba771f134565fe9423c,DUP-0664,False,EXACT_DUPLICATE,EXCLUDE,,Exact SHA-256 duplicate; keep preferred copy in DUP-0664.,OK
janus_baseline_gate/Janus_MoSSe_CanonicalUnguided_BaselineRelease/audit_scripts/vector_mode_map.py,vector_mode_map.py,.py,3067,43c8229a9b1edd499f89686b306cecfcbea5e949e4d396ced24247476a4dd9ec,DUP-0231,False,EXACT_DUPLICATE,EXCLUDE,,Exact SHA-256 duplicate; keep preferred copy in DUP-0231.,OK
janus_baseline_gate/Janus_MoSSe_CanonicalUnguided_BaselineRelease/config/canonical_unguided.json,canonical_unguided.json,.json,2234,7360c00cf0f60c3a800dbc74629dd811a2335109dc804980f35556430423e2be,DUP-0402,False,EXACT_DUPLICATE,EXCLUDE,,Exact SHA-256 duplicate; keep preferred copy in DUP-0402.,OK
