i,u,v,chi1,err
38,0.37112736539377433,0.6484281019372806,0.5835412113561177,-4.440892098500626e-16
39,0.5668480287582243,0.26012648270926364,0.5835412113561184,2.220446049250313e-16
40,0.8380281425218316,0.052410848101050456,0.5835412113561184,2.220446049250313e-16
41,0.20117187738733378,0.9525364487335899,0.5835412113561183,1.1102230246251565e-16
42,0.45819920876725306,0.1737625629445394,0.5835412113561179,-2.220446049250313e-16
43,0.9384652151277436,0.2937091314823067,0.5835412113561179,-2.220446049250313e-16
44,0.31166891244059336,0.5231616507738103,0.5835412113561179,-2.220446049250313e-16
45,0.36987645547495573,0.017315607829256896,0.5835412113561179,-2.220446049250313e-16
46,0.7249110588479637,0.9948902302000592,0.5835412113561173,-8.881784197001252e-16
47,0.7741898500286435,0.9850851899219426,0.5835412113561174,-7.771561172376096e-16
48,0.1663676952804447,0.8119946330324742,0.5835412113561183,1.1102230246251565e-16
49,0.9951769095766376,0.9455216914001765,0.5835412113561179,-2.220446049250313e-16
50,0.4893118469451613,0.7296676782889955,0.583541211356118,-1.1102230246251565e-16
51,0.6169723116583382,0.8832058388582416,0.583541211356118,-1.1102230246251565e-16
52,0.23985331717384362,0.7718454690991778,0.5835412113561183,1.1102230246251565e-16
53,0.2129196927447896,0.24067036196269398,0.583541211356118,-1.1102230246251565e-16
54,0.5185894014107442,0.5845306123587436,0.5835412113561181,0.0
55,0.17549172040185346,0.6115670996254737,0.5835412113561177,-4.440892098500626e-16
56,0.7956137578138921,0.008471699908501829,0.5835412113561177,-4.440892098500626e-16
57,0.7152103190267014,0.0745237172961456,0.5835412113561181,0.0
58,0.9766545430128051,0.7099139635436957,0.5835412113561181,0.0
59,0.0469470654531865,0.5167413134077647,0.5835412113561183,1.1102230246251565e-16
60,0.6822408423271468,0.06761202279085543,0.5835412113561179,-2.220446049250313e-16
61,0.7883941749808733,0.24115398930466925,0.5835412113561187,5.551115123125783e-16
62,0.42273554940837754,0.2650435823217423,0.5835412113561185,3.3306690738754696e-16
63,0.026360564833623923,0.11687543179547177,0.583541211356118,-1.1102230246251565e-16
64,0.04144831232630719,0.4284498917603645,0.5835412113561181,0.0
65,0.37002884479134446,0.6218894305445206,0.5835412113561187,5.551115123125783e-16
66,0.21233010421061072,0.5871244329531302,0.5835412113561184,2.220446049250313e-16
67,0.3755596486924745,0.5404942681423122,0.5835412113561177,-4.440892098500626e-16
68,0.7904454271730502,0.4469711588398889,0.5835412113561178,-3.3306690738754696e-16
69,0.8941188122022594,0.08119283718698544,0.583541211356118,-1.1102230246251565e-16
70,0.7991904545248244,0.6699780594082329,0.5835412113561183,1.1102230246251565e-16
71,0.8195916189341184,0.1511764667848826,0.5835412113561181,0.0
72,0.30585049528768915,0.9435045600186612,0.5835412113561177,-4.440892098500626e-16
73,0.4502194221706862,0.7165219736333482,0.583541211356118,-1.1102230246251565e-16
74,0.14041495273060534,0.8439123821733872,0.5835412113561184,2.220446049250313e-16
75,0.8282469841242498,0.41617419036794256,0.583541211356118,-1.1102230246251565e-16
76,0.23429865536775596,0.9106149146142973,0.583541211356118,-1.1102230246251565e-16
77,0.30125814062636236,0.49043953267020046,0.5835412113561178,-3.3306690738754696e-16
78,0.6511386339647864,0.9320176830270648,0.583541211356118,-1.1102230246251565e-16
79,0.04277822946423926,0.42900521921526336,0.5835412113561183,1.1102230246251565e-16
80,0.00953385807075191,0.5418166956958761,0.5835412113561178,-3.3306690738754696e-16
81,0.9863738321349079,0.9629558653965933,0.5835412113561181,0.0
82,0.7043262952054764,0.9666586969029971,0.5835412113561183,1.1102230246251565e-16
83,0.38463592576690797,0.8355776350871875,0.583541211356118,-1.1102230246251565e-16
84,0.2957885014034305,0.016352158673247796,0.5835412113561184,2.220446049250313e-16
85,0.5400844804381437,0.9693413122549519,0.583541211356118,-1.1102230246251565e-16
86,0.9315398436643646,0.8607850382908394,0.5835412113561181,0.0
87,0.20269217181185661,0.4404448955100353,0.583541211356118,-1.1102230246251565e-16
88,0.02652313631577141,0.37767482009458664,0.5835412113561183,1.1102230246251565e-16
89,0.7685664648585542,0.14470414326231795,0.5835412113561177,-4.440892098500626e-16
90,0.8969444448203145,0.9415652095383419,0.583541211356118,-1.1102230246251565e-16
91,0.981402529526868,0.9400427964810246,0.583541211356118,-1.1102230246251565e-16
92,0.6063680037255119,0.26870744521341183,0.583541211356118,-1.1102230246251565e-16
93,0.29770905642687007,0.6060406575851289,0.5835412113561183,1.1102230246251565e-16
94,0.48446891585100393,0.3737528679750971,0.5835412113561177,-4.440892098500626e-16
95,0.8586037621796736,0.9513184912854573,0.5835412113561181,0.0
96,0.04719137691450925,0.2751298421196069,0.5835412113561183,1.1102230246251565e-16
97,0.7320943425976577,0.5652838839439216,0.5835412113561187,5.551115123125783e-16
98,0.9666921337005303,0.8546253581244085,0.5835412113561188,6.661338147750939e-16
99,0.6209080924189325,0.4641856592552127,0.5835412113561185,3.3306690738754696e-16
100,0.2249965818745583,0.382997574688022,0.583541211356118,-1.1102230246251565e-16
101,0.9863017942257001,0.13022995499522982,0.5835412113561177,-4.440892098500626e-16
102,0.6475516846945393,0.9632982871734856,0.5835412113561174,-7.771561172376096e-16
103,0.4057913273523249,0.5714710014497775,0.583541211356118,-1.1102230246251565e-16
104,0.12328099757503452,0.8018469217990035,0.5835412113561184,2.220446049250313e-16
105,0.8422870930414169,0.4093784319822479,0.5835412113561177,-4.440892098500626e-16
106,0.8414511684549101,0.3396290907252191,0.5835412113561181,0.0
107,0.02232341427080564,0.14520062961739555,0.5835412113561183,1.1102230246251565e-16
108,0.038110263155462065,0.8967305698882707,0.5835412113561183,1.1102230246251565e-16
109,0.658692683314142,0.6170376018981514,0.5835412113561184,2.220446049250313e-16
110,0.7389297575363929,0.3098531503358435,0.5835412113561179,-2.220446049250313e-16
111,0.3863807410160889,0.5179858666826875,0.583541211356118,-1.1102230246251565e-16
112,0.1461587319169747,0.9644485086609734,0.583541211356118,-1.1102230246251565e-16
113,0.5711435603085123,0.5436844931102569,0.5835412113561177,-4.440892098500626e-16
114,0.04215860482177225,0.7603915043389045,0.5835412113561178,-3.3306690738754696e-16
115,0.0018893038574130383,0.11007712360555444,0.583541211356118,-1.1102230246251565e-16
116,0.14428962740022822,0.3246049842715365,0.5835412113561181,0.0
117,0.36592229830168044,0.8054001447259621,0.5835412113561177,-4.440892098500626e-16
118,0.2908001394990585,0.9394767362201943,0.5835412113561183,1.1102230246251565e-16
119,0.41817151942177166,0.04165472728573483,0.5835412113561181,0.0
120,0.539287590930411,0.7774351406181799,0.5835412113561184,2.220446049250313e-16
121,0.38707883368146845,0.8494321933855166,0.5835412113561186,4.440892098500626e-16
122,0.8967773729994908,0.6879077709186681,0.5835412113561189,7.771561172376096e-16
123,0.4549353232162665,0.401268032332462,0.5835412113561185,3.3306690738754696e-16
124,0.6406604665214006,0.9535283166589684,0.583541211356118,-1.1102230246251565e-16
125,0.14008630837134772,0.22659954449952224,0.583541211356118,-1.1102230246251565e-16
126,0.7506257007730822,0.822686676346882,0.583541211356118,-1.1102230246251565e-16
127,0.7142179079315051,0.8729401044698173,0.583541211356118,-1.1102230246251565e-16
128,0.23741411715322525,0.4266435608095708,0.5835412113561178,-3.3306690738754696e-16
129,0.594065704341534,0.6333110482515667,0.583541211356118,-1.1102230246251565e-16
130,0.717276413536139,0.04108625056506576,0.5835412113561183,1.1102230246251565e-16
131,0.6445498557899938,0.25188401532415183,0.5835412113561181,0.0
132,0.29556743161750476,0.7749725063977856,0.5835412113561186,4.440892098500626e-16
133,0.20405660287142913,0.6810665598416544,0.5835412113561177,-4.440892098500626e-16
134,0.8336599660720202,0.7034149433419898,0.5835412113561175,-6.661338147750939e-16
135,0.7366291552449973,0.756970226421838,0.5835412113561188,6.661338147750939e-16
136,0.9830242274053622,0.20557089914611126,0.5835412113561183,1.1102230246251565e-16
137,0.880135197713432,0.6097218959310254,0.5835412113561173,-8.881784197001252e-16
138,0.1967045839618664,0.3055745565832816,0.5835412113561181,0.0
139,0.7685797725998009,0.9181238831947809,0.5835412113561181,0.0
140,0.06906800367045773,0.5702416669332686,0.5835412113561185,3.3306690738754696e-16
141,0.2196608251845219,0.5094586916508358,0.5835412113561183,1.1102230246251565e-16
142,0.1891196584226379,0.2634841921332697,0.583541211356118,-1.1102230246251565e-16
143,0.34656904533958766,0.6098533123905132,0.5835412113561181,0.0
144,0.1412580252008463,0.9831831269001065,0.5835412113561183,1.1102230246251565e-16
145,0.5993075206445312,0.7267721388438113,0.5835412113561174,-7.771561172376096e-16
146,0.5140560203342835,0.9704546803812247,0.5835412113561187,5.551115123125783e-16
147,0.5948970461199203,0.35646447037896034,0.5835412113561184,2.220446049250313e-16
148,0.11909996565878489,0.8654186940217192,0.5835412113561177,-4.440892098500626e-16
149,0.3372066929420119,0.7754278498380494,0.5835412113561178,-3.3306690738754696e-16
150,0.844413467084054,0.6957151405785958,0.5835412113561188,6.661338147750939e-16
151,0.7043960041673787,0.27572847221204566,0.583541211356118,-1.1102230246251565e-16
152,0.9191729349387096,0.3785069582126508,0.5835412113561188,6.661338147750939e-16
153,0.9372301666295362,0.025631108488313292,0.5835412113561184,2.220446049250313e-16
154,0.01739050431232836,0.013894576884827203,0.5835412113561179,-2.220446049250313e-16
155,0.8970257618915168,0.4337573977171678,0.5835412113561181,0.0
156,0.9330164619176506,0.8325098603545982,0.5835412113561188,6.661338147750939e-16
157,0.43650323009094005,0.03118570658038422,0.5835412113561178,-3.3306690738754696e-16
158,0.3435530452998874,0.02218042673400078,0.5835412113561177,-4.440892098500626e-16
159,0.9823858852616496,0.3830113093568466,0.5835412113561185,3.3306690738754696e-16
160,0.5533456996365331,0.06988893840054311,0.5835412113561183,1.1102230246251565e-16
161,0.05000376509803406,0.003661554402766165,0.583541211356118,-1.1102230246251565e-16
162,0.5480648221541001,0.3038591787079469,0.5835412113561178,-3.3306690738754696e-16
163,0.7778869504465163,0.4003707869719122,0.5835412113561176,-5.551115123125783e-16
164,0.5369363535815005,0.7424624639398449,0.5835412113561188,6.661338147750939e-16
165,0.6384255754228906,0.7677573370142459,0.583541211356118,-1.1102230246251565e-16
166,0.531549813417279,0.40951052237662766,0.583541211356118,-1.1102230246251565e-16
167,0.22422778743386695,0.48039350926791413,0.5835412113561183,1.1102230246251565e-16
168,0.1303344038121248,0.5665506187019582,0.5835412113561184,2.220446049250313e-16
169,0.09401143197707673,0.622869829725613,0.5835412113561183,1.1102230246251565e-16
170,0.5328185236046873,0.6867184820077822,0.5835412113561179,-2.220446049250313e-16
171,0.018443916789780856,0.18622632896648716,0.5835412113561179,-2.220446049250313e-16
172,0.711214524438427,0.1970043595515154,0.5835412113561178,-3.3306690738754696e-16
173,0.20367094508651762,0.9066375795637979,0.583541211356118,-1.1102230246251565e-16
174,0.04669746958005694,0.902676249596143,0.5835412113561179,-2.220446049250313e-16
175,0.5533262243421713,0.20043160925222603,0.5835412113561179,-2.220446049250313e-16
176,0.18466471452385458,0.4215207601447397,0.5835412113561181,0.0
177,0.23916043459749858,0.5228475601202702,0.5835412113561183,1.1102230246251565e-16
178,0.8749578812566458,0.4452247081854611,0.5835412113561177,-4.440892098500626e-16
179,0.0745472275286182,0.49751748245483784,0.5835412113561183,1.1102230246251565e-16
180,0.2710357789333683,0.38044206743789666,0.5835412113561177,-4.440892098500626e-16
181,0.08969548393052518,0.8412429767296501,0.5835412113561178,-3.3306690738754696e-16
182,0.4329819265335322,0.7619125308901781,0.5835412113561181,0.0
183,0.9460514671344968,0.8771650234134016,0.5835412113561189,7.771561172376096e-16
184,0.923553344691839,0.3892225483235471,0.5835412113561185,3.3306690738754696e-16
185,0.5190243479578813,0.6227157878132018,0.5835412113561178,-3.3306690738754696e-16
186,0.5457370272173312,0.440391260963943,0.5835412113561186,4.440892098500626e-16
187,0.08680580650742475,0.16067196226630887,0.5835412113561181,0.0
188,0.6994798652528084,0.3731496458856446,0.5835412113561187,5.551115123125783e-16
189,0.29286954940181364,0.3014912077697316,0.5835412113561183,1.1102230246251565e-16
190,0.5935799546511145,0.7046487540023231,0.583541211356118,-1.1102230246251565e-16
191,0.20452103361145269,0.6375761997658891,0.583541211356118,-1.1102230246251565e-16
192,0.4741565129762886,0.07993910528665615,0.5835412113561183,1.1102230246251565e-16
193,0.5611310265058304,0.8556718039396081,0.5835412113561177,-4.440892098500626e-16
194,0.461769306710901,0.4101557166298606,0.5835412113561184,2.220446049250313e-16
195,0.8505823671451973,0.34709400238546106,0.5835412113561183,1.1102230246251565e-16
196,0.8204521099667436,0.551745045906937,0.5835412113561188,6.661338147750939e-16
197,0.2760878830157928,0.6868255465395164,0.5835412113561179,-2.220446049250313e-16
198,0.5423084880491055,0.025138421812334277,0.5835412113561178,-3.3306690738754696e-16
199,0.4018241235271438,0.26297052394862763,0.5835412113561181,0.0
200,0.7646674732894997,0.779139781852418,0.5835412113561181,0.0
201,0.6575462773764162,0.6706876823236461,0.5835412113561189,7.771561172376096e-16
202,0.6647987464271621,0.24766249363381,0.5835412113561186,4.440892098500626e-16
203,0.33539486415387343,0.37787648544430885,0.5835412113561177,-4.440892098500626e-16
204,0.03627169462721125,0.09710712665406607,0.5835412113561183,1.1102230246251565e-16
205,0.005083566946652351,0.28733698345517733,0.5835412113561181,0.0
206,0.2749251454322026,0.7824011516391143,0.5835412113561181,0.0
207,0.96684662754346,0.8861850778933268,0.583541211356118,-1.1102230246251565e-16
208,0.7090665622453824,0.6709771611266568,0.5835412113561181,0.0
209,0.9154524102971167,0.6012833976450023,0.5835412113561177,-4.440892098500626e-16
210,0.9763270542264881,0.2178511570810754,0.5835412113561183,1.1102230246251565e-16
211,0.1996992653467805,0.8444658327080471,0.5835412113561177,-4.440892098500626e-16
212,0.6553685102190828,0.7106952374476733,0.583541211356118,-1.1102230246251565e-16
213,0.6661627837066704,0.8404182047696456,0.5835412113561173,-8.881784197001252e-16
214,0.5971975485360342,0.23592019723886526,0.5835412113561179,-2.220446049250313e-16
215,0.7520395618301792,0.395437879150051,0.5835412113561184,2.220446049250313e-16
216,0.5276035413880402,0.25984980159161497,0.5835412113561177,-4.440892098500626e-16
217,0.12688877063796,0.988191916102976,0.5835412113561179,-2.220446049250313e-16
218,0.7244910683743964,0.5860364423442561,0.5835412113561184,2.220446049250313e-16
219,0.1471174237126317,0.01583977897239175,0.5835412113561181,0.0
220,0.4966747928952563,0.11868588175267192,0.5835412113561181,0.0
221,0.18261361942841314,0.2096126201292594,0.583541211356118,-1.1102230246251565e-16
222,0.03338535960364075,0.6099025358513085,0.5835412113561181,0.0
223,0.2663903756711963,0.26176359058806076,0.583541211356118,-1.1102230246251565e-16
224,0.8001450606851116,0.8885488943040407,0.5835412113561189,7.771561172376096e-16
225,0.1712992199311446,0.6799234732369162,0.5835412113561178,-3.3306690738754696e-16
226,0.31038683137455025,0.6982861940376859,0.5835412113561177,-4.440892098500626e-16
227,0.42093054305651745,0.016473104362659585,0.5835412113561178,-3.3306690738754696e-16
228,0.4618489563483428,0.6202796465916742,0.5835412113561179,-2.220446049250313e-16
229,0.2754054968558829,0.10129435673247844,0.5835412113561183,1.1102230246251565e-16
230,0.6332756822027392,0.1622186741280317,0.5835412113561181,0.0
231,0.6843153247581006,0.8111646042970911,0.5835412113561175,-6.661338147750939e-16
232,0.12285987523243536,0.19679458534583583,0.5835412113561181,0.0
233,0.6628114620395906,0.04883700604809904,0.5835412113561185,3.3306690738754696e-16
234,0.21496050896909735,0.5650781700638786,0.5835412113561177,-4.440892098500626e-16
235,0.40987838972632706,0.9655844579420773,0.5835412113561185,3.3306690738754696e-16
236,0.8705581407963929,0.7066712591262242,0.583541211356118,-1.1102230246251565e-16
237,0.22737282380575408,0.7295436770814736,0.5835412113561183,1.1102230246251565e-16
238,0.9037097567557787,0.3964036131292843,0.5835412113561178,-3.3306690738754696e-16
239,0.6946840269263952,0.9718081624693932,0.583541211356118,-1.1102230246251565e-16
240,0.3785479047494208,0.6013805626831515,0.583541211356118,-1.1102230246251565e-16
241,0.41582705950626375,0.4954546779789326,0.5835412113561185,3.3306690738754696e-16
242,0.24025288531405686,0.18347002739806473,0.583541211356118,-1.1102230246251565e-16
243,0.4699460078515101,0.41921207084710665,0.5835412113561178,-3.3306690738754696e-16
244,0.7300184431568146,0.8310053199021685,0.5835412113561173,-8.881784197001252e-16
245,0.3558147736415481,0.8547425149559049,0.5835412113561176,-5.551115123125783e-16
246,0.5884749888053348,0.8194484659843875,0.5835412113561176,-5.551115123125783e-16
247,0.8997709052846541,0.3893578043158299,0.5835412113561177,-4.440892098500626e-16
248,0.13304519633193834,0.1931519542813327,0.5835412113561181,0.0
249,0.24568456062335442,0.99215440774641,0.5835412113561181,0.0
250,0.70862580433232,0.4189839319061712,0.5835412113561183,1.1102230246251565e-16
251,0.5983580473355119,0.8854169505534294,0.5835412113561181,0.0
252,0.231451850469091,0.8709027246338714,0.583541211356118,-1.1102230246251565e-16
253,0.7173390716110973,0.7839520832108361,0.5835412113561188,6.661338147750939e-16
254,0.31470552359343007,0.8783040346724261,0.5835412113561185,3.3306690738754696e-16
255,0.44845775995589987,0.9363831123790698,0.5835412113561177,-4.440892098500626e-16
256,0.7304090974197126,0.35870369719539996,0.5835412113561178,-3.3306690738754696e-16
257,0.15725142679926385,0.23023856702392043,0.5835412113561177,-4.440892098500626e-16
258,0.9502602072124547,0.18207873453745016,0.5835412113561177,-4.440892098500626e-16
259,0.6127124110900786,0.3252843947572368,0.5835412113561186,4.440892098500626e-16
260,0.9519298544145874,0.9831507059288578,0.5835412113561175,-6.661338147750939e-16
261,0.35246443043664455,0.5372932141148916,0.5835412113561183,1.1102230246251565e-16
262,0.9141851185160373,0.42125699901376923,0.5835412113561185,3.3306690738754696e-16
263,0.2608974723729022,0.5086691594634214,0.5835412113561177,-4.440892098500626e-16
264,0.476425647782169,0.17422204603497493,0.5835412113561183,1.1102230246251565e-16
265,0.4964293721160461,0.9182426715098294,0.5835412113561174,-7.771561172376096e-16
266,0.40556519108353195,0.9351519654100418,0.5835412113561188,6.661338147750939e-16
267,0.5241970347927775,0.49336904274951676,0.5835412113561181,0.0
268,0.8803567225077368,0.8454657504469033,0.583541211356119,8.881784197001252e-16
269,0.48615521969414976,0.8636819374900693,0.5835412113561177,-4.440892098500626e-16
270,0.6227272134789862,0.7317507204632301,0.5835412113561181,0.0
271,0.7349974852952343,0.14137413166227464,0.5835412113561175,-6.661338147750939e-16
272,0.4324265549216315,0.8217053922569862,0.583541211356118,-1.1102230246251565e-16
273,0.06299867131849468,0.4189696459430001,0.5835412113561181,0.0
274,0.9675912962560091,0.026699504609689395,0.5835412113561174,-7.771561172376096e-16
275,0.091528436370096,0.9624290185531788,0.5835412113561181,0.0
276,0.1511966719753044,0.9943098605348721,0.5835412113561183,1.1102230246251565e-16
277,0.9877886286574672,0.7847037646539863,0.5835412113561188,6.661338147750939e-16
278,0.0509100781479781,0.8708181567018569,0.5835412113561179,-2.220446049250313e-16
279,0.8503259315026677,0.7615596775494892,0.5835412113561181,0.0
280,0.3367495783008966,0.8545516584241526,0.5835412113561181,0.0
281,0.3672370618638877,0.6699625178365776,0.5835412113561181,0.0
282,0.4909519604905742,0.7136271053187679,0.583541211356118,-1.1102230246251565e-16
283,0.9062175399350502,0.024468056035155117,0.5835412113561179,-2.220446049250313e-16
284,0.7725028250897197,0.9090143622469211,0.5835412113561181,0.0
285,0.17138511397652434,0.6354682190706752,0.5835412113561181,0.0
286,0.70999327014391,0.4046812431630289,0.5835412113561181,0.0
287,0.38585919947308245,0.30346018093410276,0.5835412113561179,-2.220446049250313e-16
288,0.3169756910039785,0.16425948986363537,0.5835412113561183,1.1102230246251565e-16
289,0.47894942466119916,0.2989455096863394,0.583541211356118,-1.1102230246251565e-16
290,0.242839813834814,0.2738313314432803,0.5835412113561181,0.0
291,0.572072085412762,0.1649522635142423,0.5835412113561183,1.1102230246251565e-16
292,0.4660136767595152,0.19813378763087552,0.5835412113561184,2.220446049250313e-16
293,0.13948428034539717,0.5155350847200496,0.5835412113561184,2.220446049250313e-16
294,0.23106783668738096,0.824089731543419,0.583541211356118,-1.1102230246251565e-16
295,0.954981919868896,0.8693952679928274,0.5835412113561183,1.1102230246251565e-16
296,0.5871458363762341,0.35549955590138016,0.5835412113561181,0.0
297,0.8610398669523955,0.5656619324179268,0.5835412113561183,1.1102230246251565e-16
298,0.35133752248648553,0.33881991991318816,0.5835412113561177,-4.440892098500626e-16
299,0.3571951932344839,0.10105288029082204,0.583541211356118,-1.1102230246251565e-16
300,0.46558529694549344,0.6789668857883695,0.583541211356118,-1.1102230246251565e-16
301,0.1182328408352894,0.8196520911050028,0.5835412113561176,-5.551115123125783e-16
302,0.404923287593032,0.7744796221792831,0.583541211356118,-1.1102230246251565e-16
303,0.7169958547510003,0.06883078910004559,0.5835412113561183,1.1102230246251565e-16
304,0.1498844194035659,0.9522389527040571,0.5835412113561179,-2.220446049250313e-16
305,0.40777808385006487,0.5973368480090916,0.5835412113561181,0.0
306,0.025427069866092,0.3904541222680059,0.5835412113561183,1.1102230246251565e-16
307,0.3441437244557696,0.3681553010163182,0.5835412113561183,1.1102230246251565e-16
308,0.9785320570282224,0.03744965726260441,0.5835412113561183,1.1102230246251565e-16
309,0.9738049233128184,0.6604442405186872,0.5835412113561174,-7.771561172376096e-16
310,0.8766485845281214,0.9682863267120011,0.583541211356118,-1.1102230246251565e-16
311,0.6545976987073512,0.3588873069661084,0.583541211356118,-1.1102230246251565e-16
312,0.639656397014088,0.06597170895315363,0.5835412113561181,0.0
313,0.708660768507559,0.5328124306396341,0.5835412113561177,-4.440892098500626e-16
314,0.5064463573170569,0.5014358752306122,0.5835412113561184,2.220446049250313e-16
315,0.37251682146055287,0.6681315962354093,0.5835412113561187,5.551115123125783e-16
316,0.5733522763446229,0.5062368158719431,0.5835412113561185,3.3306690738754696e-16
317,0.763911625221482,0.7420546728923453,0.5835412113561188,6.661338147750939e-16
318,0.028745175158775838,0.5409556866142354,0.5835412113561183,1.1102230246251565e-16
319,0.21326159675674328,0.05511217960216608,0.5835412113561183,1.1102230246251565e-16
320,0.5780891813000955,0.13661603951369505,0.5835412113561183,1.1102230246251565e-16
321,0.028316757216063748,0.23684859715266948,0.5835412113561181,0.0
322,0.4431327010872016,0.1271019630189968,0.5835412113561177,-4.440892098500626e-16
323,0.5206292371392754,0.228930858103909,0.5835412113561183,1.1102230246251565e-16
324,0.8825004466207612,0.24356495610582818,0.5835412113561178,-3.3306690738754696e-16
325,0.3120883172162694,0.4466671063622959,0.5835412113561178,-3.3306690738754696e-16
326,0.1938419499653936,0.558684133758363,0.5835412113561177,-4.440892098500626e-16
327,0.5324827014850976,0.44038847771921363,0.5835412113561185,3.3306690738754696e-16
328,0.872832802079701,0.6380499285035169,0.5835412113561174,-7.771561172376096e-16
329,0.3198488991068107,0.45314644989110076,0.5835412113561187,5.551115123125783e-16
330,0.16095915758572266,0.8665808647891995,0.5835412113561183,1.1102230246251565e-16
331,0.6014988892546408,0.18399112508297055,0.5835412113561179,-2.220446049250313e-16
332,0.23907390322653188,0.09410851148366917,0.5835412113561183,1.1102230246251565e-16
333,0.01632368059091549,0.3757588853774383,0.5835412113561181,0.0
334,0.15243724401952574,0.13484219734569258,0.5835412113561183,1.1102230246251565e-16
335,0.7011218396733911,0.4950154418270879,0.5835412113561181,0.0
336,0.7318824552129193,0.28463229736911666,0.5835412113561181,0.0
337,0.9144891094613006,0.1853414492835379,0.5835412113561183,1.1102230246251565e-16
338,0.34584577492502544,0.95726285420482,0.5835412113561183,1.1102230246251565e-16
339,0.4606859903635644,0.904307524790939,0.5835412113561189,7.771561172376096e-16
340,0.641009136409728,0.5887033063105237,0.5835412113561176,-5.551115123125783e-16
341,0.8819440452771627,0.5307325892758726,0.5835412113561183,1.1102230246251565e-16
342,0.9550401640749288,0.9062940494284747,0.583541211356118,-1.1102230246251565e-16
343,0.3043907959231592,0.167434836653101,0.5835412113561183,1.1102230246251565e-16
344,0.14455472481749043,0.29469891195848197,0.583541211356118,-1.1102230246251565e-16
345,0.28955903100921065,0.605515644583708,0.5835412113561177,-4.440892098500626e-16
346,0.2970127683493746,0.4113495097283595,0.5835412113561177,-4.440892098500626e-16
347,0.7942971100765698,0.41195390150060784,0.5835412113561183,1.1102230246251565e-16
348,0.021069403527482544,0.41168133819171515,0.5835412113561181,0.0
349,0.02072835996701039,0.656148929727579,0.5835412113561181,0.0
350,0.4529313049623299,0.5931468066046753,0.5835412113561177,-4.440892098500626e-16
351,0.9803819879110135,0.7278910216243936,0.5835412113561189,7.771561172376096e-16
352,0.9640993751473232,0.0008530244084636873,0.5835412113561185,3.3306690738754696e-16
